id	type	language	institutionID	institutionCode	collectionCode	ownerInstitutionCode	basisOfRecord	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	occurrenceStatus	preparations	disposition	samplingProtocol	samplingEffort	eventDate	eventTime	year	month	day	habitat	eventRemarks	continent	country	countryCode	stateProvince	county	locality	verbatimElevation	minimumElevationInMeters	maximumElevationInMeters	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	decimalLatitude	decimalLongitude	geodeticDatum	identifiedBy	dateIdentified	identificationQualifier	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName
UPTC:26:27392	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27392	27392		D.A-Moreno 4066	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Porotrichum expansum	Plantae	Bryophyta	Bryopsida	Hypnales	Neckeraceae	Porotrichum	expansum	Especie		(Taylor.) Mitt.	Musgo
UPTC:26:27393	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27393	27393		D.A-Moreno 4067	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Pottiaceae	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae			Familia			Musgo
UPTC:26:27394	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27394	27394		D.A-Moreno 4068	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Aptychella proligera	Plantae	Bryophyta	Bryopsida	Hypnales	Pylaisiadelphaceae	Aptychella	proligera	Especie		(Broth.) Herzog	Musgo
UPTC:26:27395	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27395	27395		D.A-Moreno 4069	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Racomitrium crispipilum	Plantae	Bryophyta	Bryopsida	Grimmiales	Grimmiaceae	Racomitrium	crispipilum	Especie		(Taylor.) A. Jaeger	Musgo
UPTC:26:27396	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27396	27396		D.A-Moreno 4070	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Syzygiella	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Jamesoniellaceae	Syzygiella		Género	sp.		Hepática
UPTC:26:27397	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27397	27397		D.A-Moreno 4071	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Phyllogonium fulgens	Plantae	Bryophyta	Bryopsida	Hypnales	Phyllogoniaceae	Phyllogonium	fulgens	Especie		(Hedw.) Brid.	Musgo
UPTC:26:27398	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27398	27398		D.A-Moreno 4072	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Lepidopilum longifolium	Plantae	Bryophyta	Bryopsida	Hookeriales	Pilotrichaceae	Lepidopilum	longifolium	Especie		Hampe.	Musgo
UPTC:26:27399	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27399	27399		D.A-Moreno 4073	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Herbertus juniperoideus	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus	juniperoideus	Especie		(Sw.) Grolle	Hepática
UPTC:26:27400	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27400	27400		D.A-Moreno 4074	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Plagiochila	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Plagiochilaceae	Plagiochila		Género	sp.		Hepática
UPTC:26:27401	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27401	27401		D.A-Moreno 4075	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Hypnum amabile	Plantae	Bryophyta	Bryopsida	Hypnales	Hypnaceae	Hypnum	amabile	Especie		(Mitt.) Hampe	Musgo
UPTC:26:27402	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27402	27402		D.A-Moreno 4076	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Terrícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Rhizogonium novae-hollandiae	Plantae	Bryophyta	Bryopsida	Rhizogoniales	Rhizogoniaceae	Rhizogonium	novae-hollandiae	Especie		(Brid.) Brid.	Musgo
UPTC:26:27403	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27403	27403		D.A-Moreno 4077	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Metzgeriaceae	Plantae	Marchantiophyta	Jungermanniopsida	Metzgeriales	Metzgeriaceae			Familia			Hepática
UPTC:26:27404	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27404	27404		D.A-Moreno 4078	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Acidodontium megalocarpum	Plantae	Bryophyta	Bryopsida	Bryales	Bryaceae	Acidodontium	megalocarpum	Especie		(Hook.) Renauld & Cardot.	Musgo
UPTC:26:27405	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27405	27405		D.A-Moreno 4079	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Terrícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Breutelia chrysea	Plantae	Bryophyta	Bryopsida	Bartramiales	Bartramiaceae	Breutelia	chrysea	Especie		(Müll. Hal.) A. Jaeger.	Musgo
UPTC:26:27406	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27406	27406		D.A-Moreno 4080	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Rhacocarpus purpurascens	Plantae	Bryophyta	Bryopsida	Hedwigiales	Rhacocarpaceae	Rhacocarpus	purpurascens	Especie		(Brid.) Paris	Musgo
UPTC:26:27407	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27407	27407		D.A-Moreno 4081	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Campylopus nivalis	Plantae	Bryophyta	Bryopsida	Dicranales	Leucobryaceae	Campylopus	nivalis	Especie		(Brid.) Brid.	Musgo
UPTC:26:27408	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27408	27408		D.A-Moreno 4082	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Terrícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Hypnaceae	Plantae	Bryophyta	Bryopsida	Hypnales	Hypnaceae			Familia			Musgo
UPTC:26:27409	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27409	27409		D.A-Moreno 4083	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Terrícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Hypnaceae	Plantae	Bryophyta	Bryopsida	Hypnales	Hypnaceae			Familia			Musgo
UPTC:26:27410	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27410	27410		D.A-Moreno 4084	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Terrícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Leucobryum martianum	Plantae	Bryophyta	Bryopsida	Dicranales	Leucobryaceae	Leucobryum	martianum	Especie		(Hornsch.) Hampe. ex Müll.Hal.	Musgo
UPTC:26:27411	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27411	27411		D.A-Moreno 4085	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Terrícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Breutelia integrifolia	Plantae	Bryophyta	Bryopsida	Bartramiales	Bartramiaceae	Breutelia	integrifolia	Especie		(Taylor.) A. Jaeger	Musgo
UPTC:26:27412	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27412	27412		D.A-Moreno 4086	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Terrícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Meesia longiseta	Plantae	Bryophyta	Bryopsida	Splachnales	Meesiaceae	Meesia	longiseta	Especie		Hedw.	Musgo
UPTC:26:27413	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27413	27413		D.A-Moreno 4087	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-05	8:00/16:00	2018	12	05	Páramo 2	Terrícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Meseta	3198	3198	3198	6°0'22.6''N | 72°58'38.3''W	6°0'22.6''N	72°58'38.3''W	Grados minutos segundos	WGS84	6.0062778	-72.9773056	WGS84	D. A. Moreno			Sphagnum	Plantae	Bryophyta	Sphagnopsida	Sphagnales	Sphagnaceae	Sphagnum		Género	sp.		Musgo
UPTC:26:27414	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27414	27414		D.A-Moreno 4088	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-06	8:00/16:00	2018	12	06	Bosque de Polylepis	Madera en descomposición	SA	Colombia	CO	Boyacá	Cerinza	Vereda Toba	3324	3324	3324	5°57'12.5''N | 73°59'30.8''W	5°57'12.5''N	73°59'30.8''W	Grados minutos segundos	WGS84			WGS84	D. A. Moreno			Lophocolea bidentata	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Lophocoleaceae	Lophocolea	bidentata	Especie		(L.) Dumort.	Hepática
UPTC:26:27415	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27415	27415		D.A-Moreno 4089	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-06	8:00/16:00	2018	12	06	Bosque de Polylepis	Terrícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Toba	3324	3324	3324	5°57'12.5''N | 73°59'30.8''W	5°57'12.5''N	73°59'30.8''W	Grados minutos segundos	WGS84			WGS84	D. A. Moreno			Fissidens crispus	Plantae	Bryophyta	Bryopsida	Dicranales	Fissidentaceae	Fissidens	crispus	Especie		Mont.	Musgo
UPTC:26:27416	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27416	27416		D.A-Moreno 4090	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-06	8:00/16:00	2018	12	06	Bosque de Polylepis	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Toba	3324	3324	3324	5°57'12.5''N | 73°59'30.8''W	5°57'12.5''N	73°59'30.8''W	Grados minutos segundos	WGS84			WGS84	D. A. Moreno			Frullania riojaneirensis	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Frullaniaceae	Frullania	riojaneirensis	Especie		(Raddi.) Angstr	Hepática
UPTC:26:27417	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27417	27417		D.A-Moreno 4091	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-06	8:00/16:00	2018	12	06	Bosque de Polylepis	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Toba	3324	3324	3324	5°57'12.5''N | 73°59'30.8''W	5°57'12.5''N	73°59'30.8''W	Grados minutos segundos	WGS84			WGS84	D. A. Moreno			Dicranaceae	Plantae	Bryophyta	Bryopsida	Dicranales	Dicranaceae			Familia			Musgo
UPTC:26:27418	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27418	27418		D.A-Moreno 4092	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-06	8:00/16:00	2018	12	06	Bosque de Polylepis	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Toba	3324	3324	3324	5°57'12.5''N | 73°59'30.8''W	5°57'12.5''N	73°59'30.8''W	Grados minutos segundos	WGS84			WGS84	D. A. Moreno		cf. megalocarpum	Acidodontium megalocarpum	Plantae	Bryophyta	Bryopsida	Bryales	Bryaceae	Acidodontium	megalocarpum	Especie		(Hook.) Renauld & Cardot.	Musgo
UPTC:26:27419	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27419	27419		D.A-Moreno 4093	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-06	8:00/16:00	2018	12	06	Bosque de Polylepis	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Toba	3324	3324	3324	5°57'12.5''N | 73°59'30.8''W	5°57'12.5''N	73°59'30.8''W	Grados minutos segundos	WGS84			WGS84	D. A. Moreno			Hedwigia ciliata	Plantae	Bryophyta	Bryopsida	Hedwigiales	Hedwigiaceae	Hedwigia	ciliata	Especie		Hedw.	Musgo
UPTC:26:27420	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27420	27420		D.A-Moreno 4094	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-06	8:00/16:00	2018	12	06	Bosque de Polylepis	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Toba	3324	3324	3324	5°57'12.5''N | 73°59'30.8''W	5°57'12.5''N	73°59'30.8''W	Grados minutos segundos	WGS84			WGS84	D. A. Moreno			Porella squamulifera	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Porellaceae	Porella	squamulifera	Especie		(Taylor.) Trevis	Hepática
UPTC:26:27421	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27421	27421		D.A-Moreno 4095	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-06	8:00/16:00	2018	12	06	Bosque de Polylepis	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Toba	3324	3324	3324	5°57'12.5''N | 73°59'30.8''W	5°57'12.5''N	73°59'30.8''W	Grados minutos segundos	WGS84			WGS84	D. A. Moreno			Herbertus	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus		Género	sp.		Hepática
UPTC:26:27422	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27422	27422		D.A-Moreno & M. Escobar 4096	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-06	8:00/16:00	2018	12	06	Bosque de Polylepis	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Toba	3324	3324	3324	5°57'12.5''N | 73°59'30.8''W	5°57'12.5''N	73°59'30.8''W	Grados minutos segundos	WGS84			WGS84	D. A. Moreno			Grimmia longirostris	Plantae	Bryophyta	Bryopsida	Grimmiales	Grimmiaceae	Grimmia	longirostris	Especie		Hook.	Musgo
UPTC:26:27423	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27423	27423		D.A-Moreno 4097	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-06	8:00/16:00	2018	12	06	Bosque de Polylepis	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Toba	3324	3324	3324	5°57'12.5''N | 73°59'30.8''W	5°57'12.5''N	73°59'30.8''W	Grados minutos segundos	WGS84			WGS84	D. A. Moreno			Frullania ecklonii	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Frullaniaceae	Frullania	ecklonii	Especie		(Spreng.) Spreng	Hepática
UPTC:26:27424	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27424	27424		D.A-Moreno 4098	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-06	8:00/16:00	2018	12	06	Bosque de Polylepis	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Toba	3324	3324	3324	5°57'12.5''N | 73°59'30.8''W	5°57'12.5''N	73°59'30.8''W	Grados minutos segundos	WGS84			WGS84	D. A. Moreno			Bryum argenteum	Plantae	Bryophyta	Bryopsida	Bryales	Bryaceae	Bryum	argenteum	Especie		Hedw.	Musgo
UPTC:26:27425	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27425	27425		D.A-Moreno 4099	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-06	8:00/16:00	2018	12	06	Bosque de Polylepis	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Toba	3324	3324	3324	5°57'12.5''N | 73°59'30.8''W	5°57'12.5''N	73°59'30.8''W	Grados minutos segundos	WGS84			WGS84	D. A. Moreno		aff. arcuata	Barbula arcuata	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	Barbula	arcuata	Especie		Griff.	Musgo
UPTC:26:27426	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27426	27426		D.A-Moreno 4100	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-06	8:00/16:00	2018	12	06	Bosque de Polylepis	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Toba	3324	3324	3324	5°57'12.5''N | 73°59'30.8''W	5°57'12.5''N	73°59'30.8''W	Grados minutos segundos	WGS84			WGS84	D. A. Moreno			Frullania peruviana	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Frullaniaceae	Frullania	peruviana	Especie		Gottsche.	Hepática
UPTC:26:27427	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27427	27427		D.A-Moreno 4101	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-06	8:00/16:00	2018	12	06	Bosque de Polylepis	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Toba	3324	3324	3324	5°57'12.5''N | 73°59'30.8''W	5°57'12.5''N	73°59'30.8''W	Grados minutos segundos	WGS84			WGS84	D. A. Moreno			Syntrichia andicola	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	Syntrichia	andicola	Especie		(Mont.) Ochyra	Musgo
