id	type	language	institutionID	institutionCode	collectionCode	ownerInstitutionCode	basisOfRecord	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	occurrenceStatus	preparations	disposition	samplingProtocol	samplingEffort	eventDate	eventTime	year	month	day	habitat	eventRemarks	continent	country	countryCode	stateProvince	county	locality	verbatimElevation	minimumElevationInMeters	maximumElevationInMeters	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	decimalLatitude	decimalLongitude	geodeticDatum	identifiedBy	dateIdentified	identificationQualifier	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName
UPTC:26:27553	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27553	27553		D.A-Moreno 4227	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-08	8:00/16:00	2018	12	08	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Cobagote	3381	3381	3381	5°56'53.0''N | 72°58'54.4''W	5°56'53.0''N	72°58'54.4''W	Grados minutos segundos	WGS84	5.9480556	-72.9817778	WGS84	D. A. Moreno			Pylaisia falcata	Plantae	Bryophyta	Bryopsida	Hypnales	Hypnaceae	Pylaisia	falcata	Especie		Schimp.	Musgo
UPTC:26:27554	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27554	27554		D.A-Moreno 4228	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-08	8:00/16:00	2018	12	08	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Cobagote	3381	3381	3381	5°56'53.0''N | 72°58'54.4''W	5°56'53.0''N	72°58'54.4''W	Grados minutos segundos	WGS84	5.9480556	-72.9817778	WGS84	D. A. Moreno			Syntrichia fragilis	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	Syntrichia	fragilis	Especie		(Taylor.) Ochyra	Musgo
UPTC:26:27555	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27555	27555		D.A-Moreno 4229	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-08	8:00/16:00	2018	12	08	Rastrojo mixto	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Cobagote	3381	3381	3381	5°56'53.0''N | 72°58'54.4''W	5°56'53.0''N	72°58'54.4''W	Grados minutos segundos	WGS84	5.9480556	-72.9817778	WGS84	D. A. Moreno			Hedwigidium imberbe	Plantae	Bryophyta	Bryopsida	Hedwigiales	Hedwigiaceae	Hedwigidium	imberbe	Especie		(Sm.) Bruch & Schimp.	Musgo
UPTC:26:27556	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27556	27556		D.A-Moreno 4230	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-08	8:00/16:00	2018	12	08	Rastrojo mixto	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Cobagote	3381	3381	3381	5°56'53.0''N | 72°58'54.4''W	5°56'53.0''N	72°58'54.4''W	Grados minutos segundos	WGS84	5.9480556	-72.9817778	WGS84	D. A. Moreno			Fissidens	Plantae	Bryophyta	Bryopsida	Dicranales	Fissidentaceae	Fissidens		Género	sp.		Musgo
UPTC:26:27557	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27557	27557		D.A-Moreno 4231	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-08	8:00/16:00	2018	12	08	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Cobagote	3381	3381	3381	5°56'53.0''N | 72°58'54.4''W	5°56'53.0''N	72°58'54.4''W	Grados minutos segundos	WGS84	5.9480556	-72.9817778	WGS84	D. A. Moreno			Lejeuneaceae	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae			Familia			Hepática
UPTC:26:27558	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27558	27558		D.A-Moreno 4232	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-08	8:00/16:00	2018	12	08	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Cobagote	3381	3381	3381	5°56'53.0''N | 72°58'54.4''W	5°56'53.0''N	72°58'54.4''W	Grados minutos segundos	WGS84	5.9480556	-72.9817778	WGS84	D. A. Moreno			Lejeuneaceae	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae			Familia			Hepática
UPTC:26:27559	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27559	27559		D.A-Moreno 4233	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-08	8:00/16:00	2018	12	08	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Cobagote	3381	3381	3381	5°56'53.0''N | 72°58'54.4''W	5°56'53.0''N	72°58'54.4''W	Grados minutos segundos	WGS84	5.9480556	-72.9817778	WGS84	D. A. Moreno			Plagiochila	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Plagiochilaceae	Plagiochila		Género	sp.		Hepática
UPTC:26:27560	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27560	27560		D.A-Moreno 4234	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-08	8:00/16:00	2018	12	08	Rastrojo mixto	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Cobagote	3381	3381	3381	5°56'53.0''N | 72°58'54.4''W	5°56'53.0''N	72°58'54.4''W	Grados minutos segundos	WGS84	5.9480556	-72.9817778	WGS84	D. A. Moreno			Leptoscyphus trapezoides	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Lophocoleaceae	Leptoscyphus	trapezoides	Especie		(Mont.) L. Söderstr.	Hepática
UPTC:26:27561	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27561	27561		D.A-Moreno 4235	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-08	8:00/16:00	2018	12	08	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Cobagote	3381	3381	3381	5°56'53.0''N | 72°58'54.4''W	5°56'53.0''N	72°58'54.4''W	Grados minutos segundos	WGS84	5.9480556	-72.9817778	WGS84	D. A. Moreno			Neckera scabridens	Plantae	Bryophyta	Bryopsida	Hypnales	Neckeraceae	Neckera	scabridens	Especie		Müll.Hal.	Musgo
UPTC:26:27562	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27562	27562		D.A-Moreno 4236	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-08	8:00/16:00	2018	12	08	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Cobagote	3381	3381	3381	5°56'53.0''N | 72°58'54.4''W	5°56'53.0''N	72°58'54.4''W	Grados minutos segundos	WGS84	5.9480556	-72.9817778	WGS84	D. A. Moreno			Porotrichodendron lindigii	Plantae	Bryophyta	Bryopsida	Hypnales	Neckeraceae	Porotrichodendron	lindigii	Especie		(Hampe.) W.R. Buck	Musgo
UPTC:26:27563	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27563	27563		D.A-Moreno 4237	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-08	8:00/16:00	2018	12	08	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Cobagote	3381	3381	3381	5°56'53.0''N | 72°58'54.4''W	5°56'53.0''N	72°58'54.4''W	Grados minutos segundos	WGS84	5.9480556	-72.9817778	WGS84	D. A. Moreno			Lejeuneaceae	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae			Familia			Hepática
UPTC:26:27564	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27564	27564		D.A-Moreno 4238	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-08	8:00/16:00	2018	12	08	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Cobagote	3381	3381	3381	5°56'53.0''N | 72°58'54.4''W	5°56'53.0''N	72°58'54.4''W	Grados minutos segundos	WGS84	5.9480556	-72.9817778	WGS84	D. A. Moreno			Cryptolophocolea martiana	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Lophocoleaceae	Cryptolophocolea	martiana	Especie		(Nees.) L. Söderstr et al.	Hepática
UPTC:26:27565	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27565	27565		D.A-Moreno 4239	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-08	8:00/16:00	2018	12	08	Rastrojo mixto	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Cobagote	3381	3381	3381	5°56'53.0''N | 72°58'54.4''W	5°56'53.0''N	72°58'54.4''W	Grados minutos segundos	WGS84	5.9480556	-72.9817778	WGS84	D. A. Moreno			Hedwigia ciliata	Plantae	Bryophyta	Bryopsida	Hedwigiales	Hedwigiaceae	Hedwigia	ciliata	Especie		Hedw.	Musgo
UPTC:26:27566	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27566	27566		D.A-Moreno 4240	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-08	8:00/16:00	2018	12	08	Rastrojo mixto	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Cobagote	3381	3381	3381	5°56'53.0''N | 72°58'54.4''W	5°56'53.0''N	72°58'54.4''W	Grados minutos segundos	WGS84	5.9480556	-72.9817778	WGS84	D. A. Moreno			Grimmia longirostris	Plantae	Bryophyta	Bryopsida	Grimmiales	Grimmiaceae	Grimmia	longirostris	Especie		Hook.	Musgo
UPTC:26:27567	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27567	27567		D.A-Moreno 4241	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-08	8:00/16:00	2018	12	08	Rastrojo mixto	Madera en descomposición	SA	Colombia	CO	Boyacá	Cerinza	Vereda Cobagote	3381	3381	3381	5°56'53.0''N | 72°58'54.4''W	5°56'53.0''N	72°58'54.4''W	Grados minutos segundos	WGS84	5.9480556	-72.9817778	WGS84	D. A. Moreno			Leucobryaceae	Plantae	Bryophyta	Bryopsida	Dicranales	Leucobryaceae			Familia			Musgo
UPTC:26:27568	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27568	27568		D.A-Moreno 4242	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-08	8:00/16:00	2018	12	08	Rastrojo mixto	Madera en descomposición	SA	Colombia	CO	Boyacá	Cerinza	Vereda Cobagote	3381	3381	3381	5°56'53.0''N | 72°58'54.4''W	5°56'53.0''N	72°58'54.4''W	Grados minutos segundos	WGS84	5.9480556	-72.9817778	WGS84	D. A. Moreno			Leucobryaceae	Plantae	Bryophyta	Bryopsida	Dicranales	Leucobryaceae			Familia			Musgo
UPTC:26:27569	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27569	27569		D.A-Moreno 4243	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-08	8:00/16:00	2018	12	08	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Cobagote	3381	3381	3381	5°56'53.0''N | 72°58'54.4''W	5°56'53.0''N	72°58'54.4''W	Grados minutos segundos	WGS84	5.9480556	-72.9817778	WGS84	D. A. Moreno			Leptodontium	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	Leptodontium		Género	sp.		Musgo
UPTC:26:27570	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27570	27570		D.A-Moreno 4244	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-08	8:00/16:00	2018	12	08	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Cobagote	3381	3381	3381	5°56'53.0''N | 72°58'54.4''W	5°56'53.0''N	72°58'54.4''W	Grados minutos segundos	WGS84	5.9480556	-72.9817778	WGS84	D. A. Moreno			Frullania riojaneirensis	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Frullaniaceae	Frullania	riojaneirensis	Especie		(Raddi.) Angstr	Hepática
UPTC:26:27571	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27571	27571		D.A-Moreno 4245	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-08	8:00/16:00	2018	12	08	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Cobagote	3381	3381	3381	5°56'53.0''N | 72°58'54.4''W	5°56'53.0''N	72°58'54.4''W	Grados minutos segundos	WGS84	5.9480556	-72.9817778	WGS84	D. A. Moreno			Frullania ecklonii	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Frullaniaceae	Frullania	ecklonii	Especie		(Spreng.) Spreng	Hepática
UPTC:26:27572	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27572	27572		D.A-Moreno 4246	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-08	8:00/16:00	2018	12	08	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Cobagote	3381	3381	3381	5°56'53.0''N | 72°58'54.4''W	5°56'53.0''N	72°58'54.4''W	Grados minutos segundos	WGS84	5.9480556	-72.9817778	WGS84	D. A. Moreno			Brachythecium rutabulum	Plantae	Bryophyta	Bryopsida	Hypnales	Brachytheciaceae	Brachythecium	rutabulum	Especie		(Hedw.) Schimp	Musgo
UPTC:26:27573	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27573	27573		D.A-Moreno 4247	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-09	8:00/16:00	2018	12	09	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Cobagote	3179	3179	3179	5°56'2.9''N | 72°58'58.1''W	5°56'2.9''N	72°58'58.1''W	Grados minutos segundos	WGS84	5.9341389	-72.9828056	WGS84	D. A. Moreno			Breutelia austro-arcuata	Plantae	Bryophyta	Bryopsida	Bartramiales	Bartramiaceae	Breutelia	austro-arcuata	Especie		(Müll.Hal.) Paris	Musgo
UPTC:26:27574	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27574	27574		D.A-Moreno 4248	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-09	8:00/16:00	2018	12	09	Rastrojo mixto	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Cobagote	3179	3179	3179	5°56'2.9''N | 72°58'58.1''W	5°56'2.9''N	72°58'58.1''W	Grados minutos segundos	WGS84	5.9341389	-72.9828056	WGS84	D. A. Moreno			Campylopus pilifer	Plantae	Bryophyta	Bryopsida	Dicranales	Leucobryaceae	Campylopus	pilifer	Especie		Brid.	Musgo
UPTC:26:27575	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27575	27575		D.A-Moreno 4249	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-09	8:00/16:00	2018	12	09	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Cobagote	3179	3179	3179	5°56'2.9''N | 72°58'58.1''W	5°56'2.9''N	72°58'58.1''W	Grados minutos segundos	WGS84	5.9341389	-72.9828056	WGS84	D. A. Moreno			Leskeadelphus angustatus	Plantae	Bryophyta	Bryopsida	Hypnales	Leskeaceae	Leskeadelphus	angustatus	Especie		(Taylor.) B. H. Allen	Musgo
UPTC:26:27576	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27576	27576		D.A-Moreno 4250	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-09	8:00/16:00	2018	12	09	Rastrojo mixto	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Cobagote	3179	3179	3179	5°56'2.9''N | 72°58'58.1''W	5°56'2.9''N	72°58'58.1''W	Grados minutos segundos	WGS84	5.9341389	-72.9828056	WGS84	D. A. Moreno			Campylopus nivalis	Plantae	Bryophyta	Bryopsida	Dicranales	Leucobryaceae	Campylopus	nivalis	Especie		(Brid.) Brid.	Musgo
UPTC:26:27577	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27577	27577		D.A-Moreno 4251	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-09	8:00/16:00	2018	12	09	Rastrojo mixto	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Cobagote	3179	3179	3179	5°56'2.9''N | 72°58'58.1''W	5°56'2.9''N	72°58'58.1''W	Grados minutos segundos	WGS84	5.9341389	-72.9828056	WGS84	D. A. Moreno		aff. Nothoceros	Nothoceros	Plantae	Anthocerotophyta	Anthocerotopsida	Dendrocerotales	Dendrocerotaceae	Nothoceros		Género	sp.		Antocero
UPTC:26:27578	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27578	27578		D.A-Moreno 4252	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-09	8:00/16:00	2018	12	09	Rastrojo mixto	Saxícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Cobagote	3179	3179	3179	5°56'2.9''N | 72°58'58.1''W	5°56'2.9''N	72°58'58.1''W	Grados minutos segundos	WGS84	5.9341389	-72.9828056	WGS84	D. A. Moreno			Platyhypnidium aquaticum	Plantae	Bryophyta	Bryopsida	Hypnales	Brachytheciaceae	Platyhypnidium	aquaticum	Especie		(A.Jaeger) M. Fleisch	Musgo
UPTC:26:27579	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27579	27579		D.A-Moreno 4253	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-09	8:00/16:00	2018	12	09	Rastrojo mixto	Madera en descomposición	SA	Colombia	CO	Boyacá	Cerinza	Vereda Cobagote	3179	3179	3179	5°56'2.9''N | 72°58'58.1''W	5°56'2.9''N	72°58'58.1''W	Grados minutos segundos	WGS84	5.9341389	-72.9828056	WGS84	D. A. Moreno			Pottiaceae	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae			Familia			Musgo
UPTC:26:27580	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27580	27580		D.A-Moreno 4254	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-09	8:00/16:00	2018	12	09	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Cobagote	3179	3179	3179	5°56'2.9''N | 72°58'58.1''W	5°56'2.9''N	72°58'58.1''W	Grados minutos segundos	WGS84	5.9341389	-72.9828056	WGS84	D. A. Moreno			Plagiochila	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Plagiochilaceae	Plagiochila		Género	sp.		Hepática
UPTC:26:27581	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27581	27581		D.A-Moreno 4255	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-09	8:00/16:00	2018	12	09	Rastrojo mixto	Madera en descomposición	SA	Colombia	CO	Boyacá	Cerinza	Vereda Cobagote	3179	3179	3179	5°56'2.9''N | 72°58'58.1''W	5°56'2.9''N	72°58'58.1''W	Grados minutos segundos	WGS84	5.9341389	-72.9828056	WGS84	D. A. Moreno			Plagiochila	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Plagiochilaceae	Plagiochila		Género	sp.		Hepática
UPTC:26:27582	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27582	27582		D.A-Moreno 4256	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-09	8:00/16:00	2018	12	09	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Cerinza	Vereda Cobagote	3179	3179	3179	5°56'2.9''N | 72°58'58.1''W	5°56'2.9''N	72°58'58.1''W	Grados minutos segundos	WGS84	5.9341389	-72.9828056	WGS84	D. A. Moreno			Dicranaceae	Plantae	Bryophyta	Bryopsida	Dicranales	Dicranaceae			Familia			Musgo
UPTC:26:27583	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27583	27583		D.A-Moreno 4257	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-09	8:00/16:00	2018	12	09	Rastrojo mixto	Epifilo	SA	Colombia	CO	Boyacá	Cerinza	Vereda Cobagote	3179	3179	3179	5°56'2.9''N | 72°58'58.1''W	5°56'2.9''N	72°58'58.1''W	Grados minutos segundos	WGS84	5.9341389	-72.9828056	WGS84	D. A. Moreno			Pottiaceae	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae			Familia			Musgo
UPTC:26:27584	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27584	27584		D.A-Moreno 4258	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-10	8:00/16:00	2018	12	10	Bosque de Polylepis	Terrícola	SA	Colombia	CO	Boyacá	Tutazá	Vereda El Tobal	3599	3599	3599	6°4'42.3''N | 72°55'6.6''W	6°4'42.3''N	72°55'6.6''W	Grados minutos segundos	WGS84			WGS84	D. A. Moreno			Marchantia	Plantae	Marchantiophyta	Marchantiopsida	Marchantiales	Marchantiaceae	Marchantia		Género	sp.		Hepática
UPTC:26:27585	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27585	27585		D.A-Moreno 4259	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-10	8:00/16:00	2018	12	10	Bosque de Polylepis	Saxícola	SA	Colombia	CO	Boyacá	Tutazá	Vereda El Tobal	3599	3599	3599	6°4'42.3''N | 72°55'6.6''W	6°4'42.3''N	72°55'6.6''W	Grados minutos segundos	WGS84			WGS84	D. A. Moreno			Platyhypnidium aquaticum	Plantae	Bryophyta	Bryopsida	Hypnales	Brachytheciaceae	Platyhypnidium	aquaticum	Especie		(A.Jaeger) M. Fleisch	Musgo
UPTC:26:27586	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27586	27586		D.A-Moreno 4260	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-10	8:00/16:00	2018	12	10	Bosque de Polylepis	Terrícola	SA	Colombia	CO	Boyacá	Tutazá	Vereda El Tobal	3599	3599	3599	6°4'42.3''N | 72°55'6.6''W	6°4'42.3''N	72°55'6.6''W	Grados minutos segundos	WGS84			WGS84	D. A. Moreno			Lejeuneaceae	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae			Familia			Hepática
UPTC:26:27587	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27587	27587		D.A-Moreno 4261	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-10	8:00/16:00	2018	12	10	Bosque de Polylepis	Cortícola	SA	Colombia	CO	Boyacá	Tutazá	Vereda El Tobal	3599	3599	3599	6°4'42.3''N | 72°55'6.6''W	6°4'42.3''N	72°55'6.6''W	Grados minutos segundos	WGS84			WGS84	D. A. Moreno			Thuidium peruvianum	Plantae	Bryophyta	Bryopsida	Hypnales	Thuidiaceae	Thuidium	peruvianum	Especie		Mitt.	Musgo
UPTC:26:27588	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:27588	27588		D.A-Moreno 4262	D. A. Moreno | L. Cuta	1	Presente	Seco	En colección	Colecta general	8 Horas/ día	2018-12-10	8:00/16:00	2018	12	10	Bosque de Polylepis	Cortícola	SA	Colombia	CO	Boyacá	Tutazá	Vereda El Tobal	3599	3599	3599	6°4'42.3''N | 72°55'6.6''W	6°4'42.3''N	72°55'6.6''W	Grados minutos segundos	WGS84			WGS84	D. A. Moreno			Anoectangium aestivum	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	Anoectangium	aestivum	Especie		(Hedw.) Mitt.	Musgo
