id	type	language	institutionID	institutionCode	collectionCode	ownerInstitutionCode	basisOfRecord	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	occurrenceStatus	preparations	disposition	samplingProtocol	samplingEffort	eventDate	eventTime	year	month	day	habitat	eventRemarks	continent	country	countryCode	stateProvince	county	locality	verbatimElevation	minimumElevationInMeters	maximumElevationInMeters	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	decimalLatitude	decimalLongitude	geodeticDatum	identifiedBy	dateIdentified	identificationRemarks	identificationQualifier	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName
UPTC:26:26785	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26785	26785		Cuta,L 1187	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Epifilo	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno				Phyllogonium fulgens	Plantae	Bryophyta	Bryopsida	Hypnales	Phyllogoniaceae	Phyllogonium	fulgens	Especie		(Hedw.) Brid.	Musgo
UPTC:26:26786	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26786	26786		Cuta,L 1188	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno				Symphyogyna brongniartii	Plantae	Marchantiophyta	Jungermanniopsida	Pallaviciniales	Pallaviciniaceae	Symphyogyna	brongniartii	Especie		Mont.	Hepática
UPTC:26:26787	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26787	26787		Cuta,L 1189	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno				Campylopus albidovirens	Plantae	Bryophyta	Bryopsida	Dicranales	Leucobryaceae	Campylopus	albidovirens	Especie		Herzog	Musgo
UPTC:26:26788	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26788	26788		Cuta,L 1190	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno				Syzygiella concreta	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Jamesoniellaceae	Syzygiella	concreta	Especie		(Gottsche.) Spruce	Hepática
UPTC:26:26789	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26789	26789		Cuta,L 1191	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno				Sphagnum	Plantae	Bryophyta	Sphagnopsida	Sphagnales	Sphagnaceae	Sphagnum		Género	sp.		Musgo
UPTC:26:26790	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26790	26790		Cuta,L 1192	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno				Frullania paradoxa	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Frullaniaceae	Frullania	paradoxa	Especie		Lehm. & Lindenb.	Hepática
UPTC:26:26791	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26791	26791		Cuta,L 1193	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno			cf. episcia	Radula episcia	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Radulaceae	Radula	episcia	Especie		Spruce	Hepática
UPTC:26:26792	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26792	26792		Cuta,L 1194	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno				Rhacopilopsis trinitensis	Plantae	Bryophyta	Bryopsida	Hypnales	Racopilaceae	Rhacopilopsis	trinitensis	Especie		(Müll. Hal.) E. Britton. & Dixon.	Musgo
UPTC:26:26793	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26793	26793		Cuta,L 1195	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno				Syzygiella rubricaulis	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Jamesoniellaceae	Syzygiella	rubricaulis	Especie		(Nees) Steph.	Hepática
UPTC:26:26794	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26794	26794		Cuta,L 1196	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno				Frullania standaertii	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Frullaniaceae	Frullania	standaertii	Especie		Steph.	Hepática
UPTC:26:26795	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26795	26795		Cuta,L 1197	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno				Metzgeria agnewiae	Plantae	Marchantiophyta	Jungermanniopsida	Metzgeriales	Metzgeriaceae	Metzgeria	agnewiae	Especie		Kuwah	Hepática
UPTC:26:26796	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26796	26796		Cuta,L 1198	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno			aff. crassipilis	Metzgeria crassipilis	Plantae	Marchantiophyta	Jungermanniopsida	Metzgeriales	Metzgeriaceae	Metzgeria	crassipilis	Especie		(Lindb.) A. Evans	Hepática
UPTC:26:26797	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26797	26797		Cuta,L 1199	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno				Leptoscyphus amphibolius	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Lophocoleaceae	Leptoscyphus	amphibolius	Especie		(Nees.) Grolle	Hepática
UPTC:26:26798	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26798	26798		Cuta,L 1200	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno				Zygodon	Plantae	Bryophyta	Bryopsida	Orthotrichales	Orthotrichaceae	Zygodon		Género	sp.		Musgo
UPTC:26:26799	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26799	26799		Cuta,L 1201	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno				Brachiolejeunea laxifolia	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae	Brachiolejeunea	laxifolia	Especie		(Taylor.) Schiffn	Hepática
UPTC:26:26800	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26800	26800		Cuta,L 1202	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Epifilo	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno				Brachiolejeunea laxifolia	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae	Brachiolejeunea	laxifolia	Especie		(Taylor.) Schiffn	Hepática
UPTC:26:26801	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26801	26801		Cuta,L 1203	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno			cf. pauper	Campylopus pauper	Plantae	Bryophyta	Bryopsida	Dicranales	Leucobryaceae	Campylopus	pauper	Especie		(Hampe) Mitt	Musgo
UPTC:26:26802	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26802	26802		Cuta,L 1204	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno				Plagiochila fuscolutea	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Plagiochilaceae	Plagiochila	fuscolutea	Especie		Taylor.	Hepática
UPTC:26:26803	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26803	26803		Cuta,L 1205	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno				Frullania peruviana	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Frullaniaceae	Frullania	peruviana	Especie		Gottsche	Hepática
UPTC:26:26804	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26804	26804		Cuta,L 1206	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno			cf. stricta	Plagiochila stricta	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Plagiochilaceae	Plagiochila	stricta	Especie		(Sw.) Lindenb.	Hepática
UPTC:26:26805	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26805	26805		Cuta,L 1207	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Madera en descomposición	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno				Frullania atrata	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Frullaniaceae	Frullania	atrata	Especie		(Sw.) Nees.	Hepática
UPTC:26:26806	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26806	26806		Cuta,L 1208	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno				Breutelia chrysea	Plantae	Bryophyta	Bryopsida	Bartramiales	Bartramiaceae	Breutelia	chrysea	Especie		(Müll.Hal.) A. Jaeger	Musgo
UPTC:26:26807	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26807	26807		Cuta,L 1209	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Saxícola	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno				Herbertus grossispinus	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus	grossispinus	Especie		Fulford	Hepática
UPTC:26:26808	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26808	26808		Cuta,L 1210	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno				Herbertus acanthelius	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus	acanthelius	Especie		Spruce	Hepática
UPTC:26:26809	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26809	26809		Cuta,L 1211	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno				Metzgeria furcata	Plantae	Marchantiophyta	Jungermanniopsida	Metzgeriales	Metzgeriaceae	Metzgeria	furcata	Especie		(L.) Corda	Hepática
UPTC:26:26810	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26810	26810		Cuta,L 1212	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno				Brachiolejeunea laxifolia	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae	Brachiolejeunea	laxifolia	Especie		(Taylor.) Schiffn	Hepática
UPTC:26:26811	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26811	26811		Cuta,L 1213	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno				Frullania standaertii	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Frullaniaceae	Frullania	standaertii	Especie		Steph.	Hepática
UPTC:26:26812	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26812	26812		Cuta,L 1214	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno				Leptoscyphus amphibolius	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Lophocoleaceae	Leptoscyphus	amphibolius	Especie		(Nees.) Grolle	Hepática
UPTC:26:26813	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26813	26813		Cuta,L 1215	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Saxícola	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno				Racomitrium crispipilum	Plantae	Bryophyta	Bryopsida	Grimmiales	Grimmiaceae	Racomitrium	crispipilum	Especie		(Taylor.) A. Jaeger	Musgo
UPTC:26:26814	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26814	26814		Cuta,L 1216	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Saxícola	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno				Frullania lobatohastata	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Frullaniaceae	Frullania	lobatohastata	Especie		Steph.	Hepática
UPTC:26:26815	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26815	26815		Cuta,L 1217	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno			aff. crassipilis	Metzgeria crassipilis	Plantae	Marchantiophyta	Jungermanniopsida	Metzgeriales	Metzgeriaceae	Metzgeria	crassipilis	Especie		(Lindb.) A. Evans	Hepática
UPTC:26:26816	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26816	26816		Cuta,L 1218	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Terrícola	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno				Leptodontium pungens	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	Leptodontium	pungens	Especie		(Mitt.) Kindb	Musgo
UPTC:26:26817	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26817	26817		Cuta,L 1219	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Saxícola	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno				Anastrophyllum auritum	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Scapaniaceae	Anastrophyllum	auritum	Especie		(Lehm.) Steph.	Hepática
UPTC:26:26818	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26818	26818		Cuta,L 1220	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-13	8:00/16:00	2018	10	13	Rastrojo mixto	Cortícola	SA	Colombia	CO	Boyacá	Cómbita	Vereda Santa Bárbara	3224	3224	3224	5°45'18.3''N | 73°19'54.2''W	5°45'18.3''N	73°19'54.2''W	Grados minutos segundos	WGS84	5.7550833	-73.3317222	WGS84	D. A. Moreno			cf. indica	Barbula indica	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	Barbula	indica	Especie		(Hook.) Spreng	Musgo
