id;type;language;institutionID;institutionCode;collectionCode;ownerInstitutionCode;basisOfRecord;occurrenceID;catalogNumber;occurrenceRemarks;recordNumber;recordedBy;individualCount;occurrenceStatus;preparations;disposition;samplingProtocol;samplingEffort;eventDate;eventTime;year;month;day;habitat;eventRemarks;continent;country;countryCode;stateProvince;county;locality;verbatimElevation;minimumElevationInMeters;maximumElevationInMeters;verbatimCoordinates;verbatimLatitude;verbatimLongitude;verbatimCoordinateSystem;verbatimSRS;decimalLatitude;decimalLongitude;geodeticDatum;georeferenceVerificationStatus;identifiedBy;dateIdentified;identificationQualifier;scientificName;kingdom;phylum;class;order;family;genus;specificEpithet;taxonRank;verbatimTaxonRank;scientificNameAuthorship;vernacularName
UPTC:26:25614;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25614;25614;Arbolito de 2 m de alto, frutos rojizos morado, tallos y envés de las hojas en pubescencia color ocre;399;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;7/05/2018;8:00/16:00;2018;5;7;;;SA;Colombia;CO;Boyacá;Samacá;Vereda Loma Redonda, cuchilla Gachanecal, sector Peña de las Águilas;3198;3198;3198;5°26'28.3''N | 73°34'26.8''W;5°26'28.3''N;73°34'26.8''W;Grados minutos segundos;WGS84;54411944;-735741111;WGS84;;Sofía Gómez-Parra;2018-05-30;;Hesperomeles ferruginea;Plantae;Magnoliophyta;Magnoliopsida;Rosales;Rosaceae;Hesperomeles;ferruginea;Especie;;(Pers.) Benth.;
UPTC:26:25025;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25025;25025;Trepadora, tallos rojizos, flores amarillas, en borde de bosque;400;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;7/05/2018;8:00/16:00;2018;5;7;;;SA;Colombia;CO;Boyacá;Samacá;Vereda Loma Redonda, cuchilla Gachanecal, sector Peña de las Águilas;3198;3198;3198;5°26'28.3''N | 73°34'26.8''W;5°26'28.3''N;73°34'26.8''W;Grados minutos segundos;WGS84;54411944;-735741111;WGS84;;Sofía Gómez-Parra;2018-05-30;;Oxalis medicaginea;Plantae;Magnoliophyta;Magnoliopsida;Geraniales;Oxalidaceae;Oxalis;medicaginea;Especie;;Kunth;
UPTC:26:24967;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:24967;24967;Árbol de 12 m de altura;401;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;7/05/2018;8:00/16:00;2018;5;7;;;SA;Colombia;CO;Boyacá;Samacá;Vereda Loma Redonda, cuchilla Gachanecal, sector Peña de las Águilas;3198;3198;3198;5°26'28.3''N | 73°34'26.8''W;5°26'28.3''N;73°34'26.8''W;Grados minutos segundos;WGS84;54411944;-735741111;WGS84;;Humberto Mendoza;2018-06-05;;Brunellia colombiana;Plantae;Magnoliophyta;Magnoliopsida;Oxalidales;Brunelliaceae;Brunellia;colombiana;Especie;;Cuatrec.;
UPTC:26:25101;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25101;25101;Árbol de 12 m de altura, envés de las hojas con pubescencia color ocre;402;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;7/05/2018;8:00/16:00;2018;5;7;;;SA;Colombia;CO;Boyacá;Samacá;Vereda Loma Redonda, cuchilla Gachanecal, sector Peña de las Águilas;3198;3198;3198;5°26'28.3''N | 73°34'26.8''W;5°26'28.3''N;73°34'26.8''W;Grados minutos segundos;WGS84;54411944;-735741111;WGS84;;Naisla Manrique;2018-05-30;;Ocotea calophylla;Plantae;Magnoliophyta;Magnoliopsida;Laurales;Lauraceae;Ocotea;calophylla;Especie;;Mez;
UPTC:26:25100;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25100;25100;Epífita, tallos rojizos, amentos verde claro;403;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;7/05/2018;8:00/16:00;2018;5;7;;;SA;Colombia;CO;Boyacá;Samacá;Vereda Loma Redonda, cuchilla Gachanecal, sector Peña de las Águilas;3198;3198;3198;5°26'28.3''N | 73°34'26.8''W;5°26'28.3''N;73°34'26.8''W;Grados minutos segundos;WGS84;54411944;-735741111;WGS84;;Naisla Manrique;2018-05-30;;Peperomia saligna;Plantae;Magnoliophyta;Magnoliopsida;Piperales;Piperaceae;Peperomia;saligna;Especie;;Kunth;
UPTC:26:25010;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25010;25010;Epífita, flores blanco verdosas, frutos verde claro;404;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;7/05/2018;8:00/16:00;2018;5;7;;;SA;Colombia;CO;Boyacá;Samacá;Vereda Loma Redonda, cuchilla Gachanecal, sector Peña de las Águilas;3198;3198;3198;5°26'28.3''N | 73°34'26.8''W;5°26'28.3''N;73°34'26.8''W;Grados minutos segundos;WGS84;54411944;-735741111;WGS84;;Cristian Castro;2018-05-30;;Stelis parvilabris;Plantae;Magnoliophyta;Liliopsida;Orchidales;Orchidaceae;Stelis;parvilabris;Especie;;Lindl.;
UPTC:26:25617;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25617;25617;Arbusto de 2.5 m de altura, frutos rojizos, en interior de bosque;405;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;7/05/2018;8:00/16:00;2018;5;7;;;SA;Colombia;CO;Boyacá;Samacá;Vereda Loma Redonda, cuchilla Gachanecal, sector Peña de las Águilas;3198;3198;3198;5°26'28.3''N | 73°34'26.8''W;5°26'28.3''N;73°34'26.8''W;Grados minutos segundos;WGS84;54411944;-735741111;WGS84;;Sofía Gómez-Parra;2018-05-30;;Rhamnus goudotiana;Plantae;Magnoliophyta;Magnoliopsida;Rhamnales;Rhamnaceae;Rhamnus;goudotiana ;Especie;;Triana & Planch.;
UPTC:26:25611;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25611;25611;Epífito, fronda de 15 cm de longitud;406;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;7/05/2018;8:00/16:00;2018;5;7;;;SA;Colombia;CO;Boyacá;Samacá;Vereda Loma Redonda, cuchilla Gachanecal, sector Peña de las Águilas;3198;3198;3198;5°26'28.3''N | 73°34'26.8''W;5°26'28.3''N;73°34'26.8''W;Grados minutos segundos;WGS84;54411944;-735741111;WGS84;;Sofía Gómez-Parra;2018-05-30;;Polypodium wiesbaueri;Plantae;Monilophyta;Polypodiopsida;Polypodiales;Polypodiaceae;Polypodium;wiesbaueri;Especie;;Sodiro;
UPTC:26:24971;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:24971;24971;Árbol de 3 m de altura, flores blancas;407;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;7/05/2018;8:00/16:00;2018;5;7;;;SA;Colombia;CO;Boyacá;Samacá;Vereda Loma Redonda, cuchilla Gachanecal, sector Peña de las Águilas;3198;3198;3198;5°26'28.3''N | 73°34'26.8''W;5°26'28.3''N;73°34'26.8''W;Grados minutos segundos;WGS84;54411944;-735741111;WGS84;;Humberto Mendoza;2018-05-07;;Miconia cuatrecasasii;Plantae;Magnoliophyta;Magnoliopsida;Myrtales;Melastomataceae;Miconia ;cuatrecasasii;Especie;;Markgr.;
UPTC:26:24990;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:24990;24990;Epífita, tallos rojizos, amentos verde claro;408;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;7/05/2018;8:00/16:00;2018;5;7;;;SA;Colombia;CO;Boyacá;Samacá;Vereda Loma Redonda, cuchilla Gachanecal, sector Peña de las Águilas;3198;3198;3198;5°26'28.3''N | 73°34'26.8''W;5°26'28.3''N;73°34'26.8''W;Grados minutos segundos;WGS84;54411944;-735741111;WGS84;;Naisla Manrique;2018-05-30;;Peperomia saligna;Plantae;Magnoliophyta;Magnoliopsida;Piperales;Piperaceae;Peperomia;saligna;Especie;;Kunth;
UPTC:26:25007;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25007;25007;Terrestre, fronda de 40 cm de longitud;409;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;7/05/2018;8:00/16:00;2018;5;7;;;SA;Colombia;CO;Boyacá;Samacá;Vereda Loma Redonda, cuchilla Gachanecal, sector Peña de las Águilas;3198;3198;3198;5°26'28.3''N | 73°34'26.8''W;5°26'28.3''N;73°34'26.8''W;Grados minutos segundos;WGS84;54411944;-735741111;WGS84;;Sofía Gómez-Parra;2018-05-30;;Asplenium serra;Plantae;Monilophyta;Polypodiopsida;Polypodiales;Aspleniaceae;Asplenium;serra;Especie;;Langsd. & Fisch.;
UPTC:26:24966;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:24966;24966;Arbusto de 3 m de altura, frutos verdes;411;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;7/05/2018;8:00/16:00;2018;5;7;;;SA;Colombia;CO;Boyacá;Samacá;Vereda Loma Redonda, cuchilla Gachanecal, sector Peña de las Águilas;3198;3198;3198;5°26'28.3''N | 73°34'26.8''W;5°26'28.3''N;73°34'26.8''W;Grados minutos segundos;WGS84;54411944;-735741111;WGS84;;Humberto Mendoza;2018-05-30;;Miconia elaeoides;Plantae;Magnoliophyta;Magnoliopsida;Myrtales;Melastomataceae;Miconia ;elaeoides;Especie;;Naudin;
UPTC:26:25619;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25619;25619;Hierba de 30 cm de talla, flores azules, en borde de bosque;412;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;7/05/2018;8:00/16:00;2018;5;7;;;SA;Colombia;CO;Boyacá;Samacá;Vereda Loma Redonda, cuchilla Gachanecal, sector Peña de las Águilas;3198;3198;3198;5°26'28.3''N | 73°34'26.8''W;5°26'28.3''N;73°34'26.8''W;Grados minutos segundos;WGS84;54411944;-735741111;WGS84;;Sofía Gómez-Parra;2018-05-30;;Salvia palifolia;Plantae;Magnoliophyta;Magnoliopsida;Lamiales;Lamiaceae;Salvia;palifolia;Especie;;Kunth;
UPTC:26:25607;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25607;25607;Arbusto de 2 m de altura, flores blancas;414;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;7/05/2018;8:00/16:00;2018;5;7;;;SA;Colombia;CO;Boyacá;Samacá;Vereda Loma Redonda, cuchilla Gachanecal, sector Peña de las Águilas;3198;3198;3198;5°26'28.3''N | 73°34'26.8''W;5°26'28.3''N;73°34'26.8''W;Grados minutos segundos;WGS84;54411944;-735741111;WGS84;;Naisla Manrique;2018-05-30;;Gaiadendron punctatum;Plantae;Magnoliophyta;Magnoliopsida;Santalales;Loranthaceae;Gaiadendron ;punctatum ;Especie;;(Ruiz & Pav.) G. Don;
UPTC:26:24950;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:24950;24950;Arbusto de 2 m de altura, flores blancas;416;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;8/05/2018;8:00/16:00;2018;5;8;;;SA;Colombia;CO;Boyacá;Samacá;Vereda Loma Redonda;3307;3307;3307;5°26'37.5''N | 73°34'5''W;5°26'37.5''N;73°34'5''W;Grados minutos segundos;WGS84;544375;-735680556;WGS84;;Humberto Mendoza;2018-05-30;;Pentacalia corymbosa;Plantae;Magnoliophyta;Magnoliopsida;Asterales;Asteraceae;Pentacalia;corymbosa;Especie;;(Benth.) Cuatrec.;
UPTC:26:25596;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25596;25596;Árbol de 15 m de altura, fruto verde amarillento, inmaduro;417;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;8/05/2018;8:00/16:00;2018;5;8;;;SA;Colombia;CO;Boyacá;Samacá;Vereda Loma Redonda;3307;3307;3307;5°26'37.5''N | 73°34'5''W;5°26'37.5''N;73°34'5''W;Grados minutos segundos;WGS84;544375;-735680556;WGS84;;Humberto Mendoza;2018-06-05;;Brunellia colombiana;Plantae;Magnoliophyta;Magnoliopsida;Oxalidales;Brunelliaceae;Brunellia;colombiana;Especie;;Cuatrec.;
UPTC:26:25588;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25588;25588;Árbol 12 m de altura, flores blancas;418;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;8/05/2018;8:00/16:00;2018;5;8;;;SA;Colombia;CO;Boyacá;Samacá;Vereda Loma Redonda;3307;3307;3307;5°26'37.5''N | 73°34'5''W;5°26'37.5''N;73°34'5''W;Grados minutos segundos;WGS84;544375;-735680556;WGS84;;Humberto Mendoza;2018-06-05;;Ilex obtusata;Plantae;Magnoliophyta;Magnoliopsida;Celastrales;Aquifoliaceae;Ilex ;obtusata;Especie;;Triana & Planch.;
UPTC:26:25005;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25005;25005;Epífito, fronda de 15 cm de longitud, en arbusto cerca a la represa;419;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;8/05/2018;8:00/16:00;2018;5;8;;;SA;Colombia;CO;Boyacá;Samacá;Vereda Loma Redonda;3307;3307;3307;5°26'37.5''N | 73°34'5''W;5°26'37.5''N;73°34'5''W;Grados minutos segundos;WGS84;544375;-735680556;WGS84;;Sofía Gómez-Parra;2018-05-30;;Pleopeltis murora;Plantae;Monilophyta;Polypodiopsida;Polypodiales;Polypodiaceae;Pleopeltis;murora;Especie;;(Hook.) A.R.Sm. & Tejero;
UPTC:26:24959;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:24959;24959;Hierba de 50 cm de talla, flores amarillas, cerca a la represa;420;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;8/05/2018;8:00/16:00;2018;5;8;;;SA;Colombia;CO;Boyacá;Samacá;Vereda Loma Redonda;3307;3307;3307;5°26'37.5''N | 73°34'5''W;5°26'37.5''N;73°34'5''W;Grados minutos segundos;WGS84;544375;-735680556;WGS84;;Sofía Gómez-Parra;2018-05-08;;Hypericum prostratum;Plantae;Magnoliophyta;Magnoliopsida;Malpighiales;Hypericaceae;Hypericum;prostratum;Especie;;Cuatrec.;
UPTC:26:25021;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25021;25021;Hierba de 30 cm de talla;422;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;8/05/2018;8:00/16:00;2018;5;8;;;SA;Colombia;CO;Boyacá;Samacá;Vereda Loma Redonda;3307;3307;3307;5°26'37.5''N | 73°34'5''W;5°26'37.5''N;73°34'5''W;Grados minutos segundos;WGS84;544375;-735680556;WGS84;;Sofía Gómez-Parra;2018-05-30;;Lycopodium clavatum;Plantae;Lycopodiophyta;Lycopodiopsida;Lycopodiales;Lycopodiaceae;Lycopodium;clavatum;Especie;;L.;
UPTC:26:25018;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25018;25018;Epífita sobre arbusto cerca de la represea, botones florales verde vináceos;423;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;8/05/2018;8:00/16:00;2018;5;8;;;SA;Colombia;CO;Boyacá;Samacá;Vereda Loma Redonda;3307;3307;3307;5°26'37.5''N | 73°34'5''W;5°26'37.5''N;73°34'5''W;Grados minutos segundos;WGS84;544375;-735680556;WGS84;;Sofía Gómez-Parra;2018-05-30;;Epidendrum erosum;Plantae;Magnoliophyta;Liliopsida;Orchidales;Orchidaceae;Epidendrum;erosum;Especie;;Ames & C.Schweinf.;
UPTC:26:24964;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:24964;24964;Arbusto de 50 cm de talla, flores amarillas;424;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;8/05/2018;8:00/16:00;2018;5;8;;;SA;Colombia;CO;Boyacá;Samacá;Vereda Loma Redonda;3307;3307;3307;5°26'37.5''N | 73°34'5''W;5°26'37.5''N;73°34'5''W;Grados minutos segundos;WGS84;544375;-735680556;WGS84;;Humberto Mendoza;2018-06-05;;Hypericum juniperinum;Plantae;Magnoliophyta;Magnoliopsida;Malpighiales;Hypericaceae;Hypericum;juniperinum;Especie;;Kunth;
UPTC:26:24977;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:24977;24977;Arbusto de 50 cm de talla, flores blancas, cerca de la represa;425;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;8/05/2018;8:00/16:00;2018;5;8;;;SA;Colombia;CO;Boyacá;Samacá;Vereda Loma Redonda;3307;3307;3307;5°26'37.5''N | 73°34'5''W;5°26'37.5''N;73°34'5''W;Grados minutos segundos;WGS84;544375;-735680556;WGS84;;Humberto Mendoza;2018-06-05;;Pernettya prostrata;Plantae;Magnoliophyta;Magnoliopsida;Ericales;Ericaceae;Pernettya;prostrata;Especie;;(Cav.) DC.;
UPTC:26:24943;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:24943;24943;Epífita, roseta de 50 cm de altura, inflorescencia 40 cm, brácteas color naranja, botón floral blanco;426;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;8/05/2018;8:00/16:00;2018;5;8;;;SA;Colombia;CO;Boyacá;Samacá;Vereda Loma Redonda;3307;3307;3307;5°26'37.5''N | 73°34'5''W;5°26'37.5''N;73°34'5''W;Grados minutos segundos;WGS84;544375;-735680556;WGS84;;Julio Betancur;2018-05-29;;Tillandsia turneri;Plantae;Magnoliophyta;Liliopsida;Bromeliales;Bromeliaceae;Tillandsia;turneri;Especie;;L.B. Sm.;
UPTC:26:25612;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25612;25612;Arbusto de 50 cm de altura, flores blancas, fragantes;427;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;8/05/2018;8:00/16:00;2018;5;8;;;SA;Colombia;CO;Boyacá;Samacá;Vereda Loma Redonda;3307;3307;3307;5°26'37.5''N | 73°34'5''W;5°26'37.5''N;73°34'5''W;Grados minutos segundos;WGS84;544375;-735680556;WGS84;;Sofía Gómez-Parra;2018-05-30;;Myrcianthes leucoxyla;Plantae;Magnoliophyta;Magnoliopsida;Myrtales;Myrtaceae;Myrcianthes;leucoxyla;Especie;;(Ortega) McVaugh;
UPTC:26:24975;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:24975;24975;Arbusto de 1.50 m de altura, flores fucsia claro;428;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;8/05/2018;8:00/16:00;2018;5;8;;;SA;Colombia;CO;Boyacá;Samacá;Vereda Loma Redonda;3307;3307;3307;5°26'37.5''N | 73°34'5''W;5°26'37.5''N;73°34'5''W;Grados minutos segundos;WGS84;544375;-735680556;WGS84;;Naisla Manrique;2018-05-05;;Macleania rupestris;Plantae;Magnoliophyta;Magnoliopsida;Ericales;Ericaceae;Macleania ;rupestris ;Especie;;(Kunth) A.C. Sm.;
UPTC:26:24974;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:24974;24974;Trepadora, flor color rosado-anaranjado, al borde del camino;430;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;8/05/2018;8:00/16:00;2018;5;8;;;SA;Colombia;CO;Boyacá;Samacá;Vereda Loma Redonda;3307;3307;3307;5°26'37.5''N | 73°34'5''W;5°26'37.5''N;73°34'5''W;Grados minutos segundos;WGS84;544375;-735680556;WGS84;;Naisla Manrique;2018-05-30;;Passiflora adulterina;Plantae;Magnoliophyta;Magnoliopsida;Violales;Passifloraceae;Passiflora;adulterina;Especie;;L.f.;
UPTC:26:25601;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25601;25601;Arbusto de 1.50 m de talla, flores externamente con indumento ocre, internamente rosa claro;431;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;8/05/2018;8:00/16:00;2018;5;8;;;SA;Colombia;CO;Boyacá;Samacá;Vereda Loma Redonda;3307;3307;3307;5°26'37.5''N | 73°34'5''W;5°26'37.5''N;73°34'5''W;Grados minutos segundos;WGS84;544375;-735680556;WGS84;;Humberto Mendoza;2018-05-08;;Gaultheria lanigera;Plantae;Magnoliophyta;Magnoliopsida;Ericales;Ericaceae;Gaultheria ;lanigera ;Especie;;Hook.;
UPTC:26:24976;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:24976;24976;Arbusto de 60 cm de talla, flores rojizas claro, en borde de camino;432;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;8/05/2018;8:00/16:00;2018;5;8;;;SA;Colombia;CO;Boyacá;Samacá;Vereda Loma Redonda;3307;3307;3307;5°26'37.5''N | 73°34'5''W;5°26'37.5''N;73°34'5''W;Grados minutos segundos;WGS84;544375;-735680556;WGS84;;Humberto Mendoza;2018-06-05;;Plutarchia coronaria;Plantae;Magnoliophyta;Magnoliopsida;Ericales;Ericaceae;Plutarchia;coronaria;Especie;;(Linden) A.C. Sm.;
UPTC:26:25022;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25022;25022;Hierba de 30 cm de talla, verde claro;433;María Malagón | Sofía Gómez-Parra | Humberto Mendoza;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;8/05/2018;8:00/16:00;2018;5;8;;;SA;Colombia;CO;Boyacá;Samacá;Vereda Loma Redonda;3307;3307;3307;5°26'37.5''N | 73°34'5''W;5°26'37.5''N;73°34'5''W;Grados minutos segundos;WGS84;544375;-735680556;WGS84;;Sofía Gómez-Parra;2018-05-30;;Diphasium jussiaei;Plantae;Lycopodiophyta;Lycopodiopsida;Lycopodiales;Lycopodiaceae;Diphasium;jussiaei;Especie;;(poi.) Rothm.;
UPTC:26:25054;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25054;25054;Arbusto de ramas péndulas, cáliz verde oscuro, corola roja;20880;Humberto Mendoza | María Malagón | Sofía Gómez-Parra;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Zona de parámo, en zona de ladera con vegetación arbustiva;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;5416;-736001667;WGS84;;Humberto Mendoza;2018-06-05;;Plutarchia coronaria;Plantae;Magnoliophyta;Magnoliopsida;Ericales;Ericaceae;Plutarchia;coronaria;Especie;;(Linden) A.C. Sm.;
UPTC:26:25049;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:25049;25049;Arbusto de 1 m de talla, frutos verde oscuro;20881;Humberto Mendoza | María Malagón | Sofía Gómez-Parra;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Zona de parámo, en zona de ladera con vegetación arbustiva;;SA;Colombia;CO;Boyacá;Samacá;Vereda La Chorrera, páramo de Rabanal;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;5416;-736001667;WGS84;;Sofía Gómez-Parra;2018-05-30;;Hesperomeles obtusifolia;Plantae;Magnoliophyta;Magnoliopsida;Rosales;Rosaceae;Hesperomeles;obtusifolia;Especie;;(Pers.) Lindl.;
