id	type	language	institutionID	institutionCode	collectionCode	ownerInstitutionCode	basisOfRecord	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	occurrenceStatus	preparations	disposition	otherCatalogNumbers	samplingProtocol	samplingEffort	eventDate	eventTime	year	month	day	habitat	eventRemarks	continent	country	countryCode	stateProvince	county	locality	verbatimLocality	verbatimElevation	minimumElevationInMeters	maximumElevationInMeters	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	decimalLatitude	decimalLongitude	geodeticDatum	georeferenceVerificationStatus	identifiedBy	dateIdentified	identificationQualifier	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName
UPTC:26:26318	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26318	26318	"Hierba, hojas blanquecinas, capitulescencia amarilla, sépalos verdes con el ápice café"	951	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-26	8:00/16:00	2019	02	26			SA	Colombia	CO	Boyacá	Mongua	"Vereda Tunjuelo, laguna Las Estrellas"		3282	3282	3398	5°42'25.8''N | 72°43'55.8''W	5°42'25.8''N	72°43'55.8''W	Grados minutos segundos	WGS84	5.7071667	-72.7321667	WGS84		Humberto Mendoza	2019-03-22		Oritrophium peruvianum	Plantae	Magnoliophyta	Magnoliopsida	Asterales	Asteraceae	Oritrophium	peruvianum	Especie		(Lam.) Cuatrec.	
UPTC:26:26319	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26319	26319	"Hierba, espiga café claro"	979	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-26	8:00/16:00	2019	02	26			SA	Colombia	CO	Boyacá	Mongua	"Vereda Tunjuelo, laguna Las Estrellas"		3282	3282	3398	5°42'25.8''N | 72°43'55.8''W	5°42'25.8''N	72°43'55.8''W	Grados minutos segundos	WGS84	5.7071667	-72.7321667	WGS84					Rhynchospora	Plantae	Magnoliophyta	Liliopsida	Poales	Cyperaceae	Rhynchospora		Género	sp.		
UPTC:26:26320	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26320	26320	"Arbusto aromático, capitulescencia amarilla"	948	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-26	8:00/16:00	2019	02	26			SA	Colombia	CO	Boyacá	Mongua	"Vereda Tunjuelo, laguna Las Estrellas"		3282	3282	3398	5°42'25.8''N | 72°43'55.8''W	5°42'25.8''N	72°43'55.8''W	Grados minutos segundos	WGS84	5.7071667	-72.7321667	WGS84		José Aguilar-Cano	2019-03-26		Espeletia boyacensis	Plantae	Magnoliophyta	Magnoliopsida	Asterales	Asteraceae	Espeletia	boyacensis	Especie		Cuatrec.	
UPTC:26:26321	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26321	26321	"Hierba 50 cm de altura, hojas blanquecinas, capitulescencia amarillas"	992	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27			SA	Colombia	CO	Boyacá	Monguí	"Vereda Hato Viejo, finca Alaska"		3461	3461	3611	5°41'2.4''N | 75°49'43.5''W	5°41'2.4''N	75°49'43.5''W	Grados minutos segundos	WGS84	5.684	-72.82875	WGS84		Humberto Mendoza	2019-03-22	cf. mollis	Achyrocline mollis	Plantae	Magnoliophyta	Magnoliopsida	Asterales	Asteraceae	Achyrocline	mollis	Especie		Benth.	
UPTC:26:26322	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26322	26322	"Hierba, flores moradas, sépalos verdes con el margen morado"	967	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-26	8:00/16:00	2019	02	26			SA	Colombia	CO	Boyacá	Mongua	"Vereda Tunjuelo, laguna Las Estrellas"		3282	3282	3398	5°42'25.8''N | 72°43'55.8''W	5°42'25.8''N	72°43'55.8''W	Grados minutos segundos	WGS84	5.7071667	-72.7321667	WGS84		María Malagón	2019-03-21		Geranium lainzii	Plantae	Magnoliophyta	Magnoliopsida	Geraniales	Geraniaceae	Geranium	lainzii	Especie		Aedo	
UPTC:26:26323	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26323	26323	"Hierba creciendo a orilla de camino, flores amarillas"	905	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-25	8:00/16:00	2019	02	25			SA	Colombia	CO	Boyacá	Mongua	"Vereda Sirguazá, alto de San Ignacio"		2187	2187	3257	5°44'50.4''N | 72°40'23''W	5°44'50.4''N	72°40'23''W	Grados minutos segundos	WGS84	5.7473333	-72.6730556	WGS84		Humberto Mendoza	2019-03-21		Ludwigia peruviana	Plantae	Magnoliophyta	Magnoliopsida	Myrtales	Onagraceae	Ludwigia	peruviana	Especie		(L.) H. Hara	
UPTC:26:26324	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26324	26324	"Arbusto aromático, capitulescencia amarilla"	973	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-26	8:00/16:00	2019	02	26			SA	Colombia	CO	Boyacá	Mongua	"Vereda Tunjuelo, laguna Las Estrellas"		3282	3282	3398	5°42'25.8''N | 72°43'55.8''W	5°42'25.8''N	72°43'55.8''W	Grados minutos segundos	WGS84	5.7071667	-72.7321667	WGS84		José Aguilar-Cano	2019-03-26		Espeletia congestiflora	Plantae	Magnoliophyta	Magnoliopsida	Asterales	Asteraceae	Espeletia	congestiflora	Especie		Cuatrec.	
UPTC:26:26325	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26325	26325	"Epífita, inflorescencia 60 cm de longitud, brácteas café claro, frutos verdes"	937	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-25	8:00/16:00	2019	02	25			SA	Colombia	CO	Boyacá	Mongua	"Vereda Sirguazá, alto de San Ignacio"		2187	2187	3257	5°44'53.6''N | 72°40'13.9''W	5°44'53.6''N	72°40'13.9''W	Grados minutos segundos	WGS84	5.7482222	-72.6705278	WGS84		María Malagón	2019-03-12	aff. subalata	Racinaea subalata	Plantae	Magnoliophyta	Liliopsida	Poales	Bromeliaceae	Racinaea	subalata	Especie		(André) M.A. Spencer & L.B. Sm.	
UPTC:26:26326	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26326	26326	"Hierba, espiga color café claro"	984	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-26	8:00/16:00	2019	02	26			SA	Colombia	CO	Boyacá	Mongua	"Vereda Tunjuelo, laguna Las Estrellas"		3282	3282	3398	5°42'25.8''N | 72°43'55.8''W	5°42'25.8''N	72°43'55.8''W	Grados minutos segundos	WGS84	5.7071667	-72.7321667	WGS84		María Malagón	2019-03-18	cf. macrochaeta	Rhynchospora macrochaeta	Plantae	Magnoliophyta	Liliopsida	Poales	Cyperaceae	Rhynchospora	macrochaeta	Especie		Steud. ex Boeckeler	
UPTC:26:26327	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26327	26327	"Hierba creciendo a orilla de camino sobre musgo, flores moradas, frutos verdes"	912	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-25	8:00/16:00	2019	02	25			SA	Colombia	CO	Boyacá	Mongua	"Vereda Sirguazá, alto de San Ignacio, borde de carretera"		2187	2187	3257	5°44'50.4''N | 72°40'23''W	5°44'50.4''N	72°40'23''W	Grados minutos segundos	WGS84	5.7473333	-72.6730556	WGS84		María Malagón	2019-03-18	cf. austrohumifusus	Lupinus austrohumifusus	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Fabaceae	Lupinus	austrohumifusus	Especie		C.P. Sm.	
UPTC:26:26328	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26328	26328	"Arbusto 2 m de altura, flores moradas"	1065	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-28	8:00/16:00	2019	02	28			SA	Colombia	CO	Boyacá	Monguí	"Vereda Pericos, camino al Santuario de la Sagrada familia"		3167	3167	3393	5°43'53.8''N | 72°49'53.9''W	5°43'53.8''N	72°49'53.9''W	Grados minutos segundos	WGS84	5.7316111	-72.8316389	WGS84		María Malagón	2019-03-27	cf. aestuans	Monnina aestuans	Plantae	Magnoliophyta	Magnoliopsida	Fabales	Polygalaceae	Monnina	aestuans	Especie		(L. f.) DC.	
UPTC:26:26329	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26329	26329	"Arbusto 5 m de altura, capitulescencia blanca"	1087	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-03-01	8:00/16:00	2019	03	01			SA	Colombia	CO	Boyacá	Monguí	"Vereda Vallados, sendero turístico"		3375	3375	3950	5°42'29.9''N | 72°48'56.5''W	5°42'29.9''N	72°48'56.5''W	Grados minutos segundos	WGS84	5.7083056	-72.8156944	WGS84					Asteraceae	Plantae	Magnoliophyta	Magnoliopsida	Asterales	Asteraceae			Familia			
UPTC:26:26330	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26330	26330	"Hierba, flores amarillas"	1043	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-28	8:00/16:00	2019	02	28			SA	Colombia	CO	Boyacá	Monguí	"Vereda Pericos, camino al Santuario de la Sagrada Familia"		3167	3167	3393	5°44'2.9''N | 72°49'47.3''W	5°44'2.9''N	72°49'47.3''W	Grados minutos segundos	WGS84	5.7341389	-72.8298056	WGS84		María Malagón	2019-03-22		Xyris subulata	Plantae	Magnoliophyta	Liliopsida	Poales	Xyridaceae	Xyris	subulata	Especie		Ruiz & Pav.	
UPTC:26:26331	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26331	26331	"Arbusto 3 m de altura, frutos verdes"	1060	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-28	8:00/16:00	2019	02	28			SA	Colombia	CO	Boyacá	Monguí	"Vereda Pericos, borde de camino hacia el Santuario de la Sagrada Familia"		3167	3167	3393	5°44'2.9''N | 72°49'47.3''W	5°44'2.9''N	72°49'47.3''W	Grados minutos segundos	WGS84	5.7341389	-72.8298056	WGS84		María Malagón	2019-03-22		Viburnum triphyllum	Plantae	Magnoliophyta	Magnoliopsida	Dipsacales	Adoxaceae	Viburnum	triphyllum	Especie		Benth.	
UPTC:26:26332	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26332	26332	"Hierba, frutos verdes"	1089	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-03-01	8:00/16:00	2019	03	01			SA	Colombia	CO	Boyacá	Monguí	"Vereda Vallados, sendero turístico, borde de bosque"		3375	3375	3950	5°42'20.8''N | 72°48'34.6''W	5°42'20.8''N	72°48'34.6''W	Grados minutos segundos	WGS84	5.7057778	-72.8096111	WGS84		María Malagón	2019-03-21	aff. hyalina	Pilea hyalina	Plantae	Magnoliophyta	Magnoliopsida	Rosales	Urticaceae	Pilea	hyalina	Especie		Fenzl	
UPTC:26:26333	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26333	26333	"Hierba bejucosa, flores blancas"	1098	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-03-01	8:00/16:00	2019	03	01			SA	Colombia	CO	Boyacá	Monguí	"Vereda Vallados, sendero turístico, borde de bosque"		3375	3375	3950	5°42'20.8''N | 72°48'34.6''W	5°42'20.8''N	72°48'34.6''W	Grados minutos segundos	WGS84	5.7057778	-72.8096111	WGS84					Stellaria	Plantae	Magnoliophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Stellaria		Género	sp.		
UPTC:26:26334	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26334	26334	"Hierba, flores moradas"	1095	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-03-01	8:00/16:00	2019	03	01			SA	Colombia	CO	Boyacá	Monguí	"Vereda Vallados, sendero turístico"		3375	3375	3950	5°42'29.9''N | 72°48'56.5''W	5°42'29.9''N	72°48'56.5''W	Grados minutos segundos	WGS84	5.7083056	-72.8156944	WGS84		María Malagón	2019-03-13		Lobelia tenera	Plantae	Magnoliophyta	Magnoliopsida	Asterales	Campanulaceae	Lobelia	tenera	Especie		Kunth	
UPTC:26:26335	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26335	26335	"Hierba, flores rojas con estrambres amarillos"	1090	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-03-01	8:00/16:00	2019	03	01			SA	Colombia	CO	Boyacá	Monguí	"Vereda Vallados, sendero turístico, borde de bosque"		3375	3375	3950	5°42'20.8''N | 72°48'34.6''W	5°42'20.8''N	72°48'34.6''W	Grados minutos segundos	WGS84	5.7057778	-72.8096111	WGS84		María Malagón	2019-03-21		Rumex acetosella	Plantae	Magnoliophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	acetosella	Especie		L.	
UPTC:26:26336	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26336	26336	"Hierba bejucosa, tallo rojizo, botones florales rojizos, flores amarillo pálido con estambres color crema"	1041	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-28	8:00/16:00	2019	02	28			SA	Colombia	CO	Boyacá	Monguí	"Vereda Pericos, camino al Santuario de la Sagrada Familia"		3167	3167	3393	5°44'2.9''N | 72°49'47.3''W	5°44'2.9''N	72°49'47.3''W	Grados minutos segundos	WGS84	5.7341389	-72.8298056	WGS84		María Malagón	2019-03-21		Muehlenbeckia tamnifolia	Plantae	Magnoliophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Muehlenbeckia	tamnifolia	Especie		(Kunth) Meisn.	
UPTC:26:26337	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26337	26337	"Bejuco, frutos inmaduros verdes, maduros rojos"	1008	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27			SA	Colombia	CO	Boyacá	Monguí	"Vereda Hato Viejo, finca Alaska"		3461	3461	3611	5°41'14.8''N | 72°49'32.4''W	5°41'14.8''N	72°49'32.4''W	Grados minutos segundos	WGS84	5.6874444	-72.8256667	WGS84		María Malagón	2019-03-21		Muehlenbeckia tamnifolia	Plantae	Magnoliophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Muehlenbeckia	tamnifolia	Especie		(Kunth) Meisn.	
UPTC:26:26338	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26338	26338	"Hierba, flores anaranjadas, estambres amarillos, frutos verdes"	1063	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-28	8:00/16:00	2019	02	28			SA	Colombia	CO	Boyacá	Monguí	"Vereda Pericos, cerca al acueducto"		3167	3167	3393	5°43'52.2''N | 72°49'59.5''W	5°43'52.2''N	72°49'59.5''W	Grados minutos segundos	WGS84	5.7311667	-72.8331944	WGS84		María Malagón	2019-03-21		Alonsoa meridionalis	Plantae	Magnoliophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Alonsoa	meridionalis	Especie		(L. f.) Kuntze	
UPTC:26:26339	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26339	26339	"Hierba bejucosa, flores blancas"	1059	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-28	8:00/16:00	2019	02	28			SA	Colombia	CO	Boyacá	Monguí	"Vereda Pericos, cerca al acueducto"		3167	3167	3393	5°43'52.2''N | 72°49'59.5''W	5°43'52.2''N	72°49'59.5''W	Grados minutos segundos	WGS84	5.7311667	-72.8331944	WGS84					Caryophyllaceae	Plantae	Magnoliophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae			Familia			
UPTC:26:26340	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26340	26340	Arbusto 1.5 m de altura	1024	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27			SA	Colombia	CO	Boyacá	Monguí	"Vereda Hato Viejo, finca Alaska"		3461	3461	3611	5°41'17.8''N | 72°49'57.3''W	5°41'17.8''N	72°49'57.3''W	Grados minutos segundos	WGS84	5.6882778	-72.8325833	WGS84					Baccharis	Plantae	Magnoliophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis		Género	sp.		
UPTC:26:26341	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26341	26341	"Hierba, espiga color amarillo pálido de 50 cm de longitud"	1010	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27			SA	Colombia	CO	Boyacá	Monguí	"Vereda Hato Viejo, finca Alaska"		3461	3461	3611	5°41'14.8''N | 72°49'32.4''W	5°41'14.8''N	72°49'32.4''W	Grados minutos segundos	WGS84	5.6874444	-72.8256667	WGS84		María Malagón	2019-03-26	cf. viridiflavescens	Calamagrostis viridiflavescens	Plantae	Magnoliophyta	Liliopsida	Poales	Poaceae	Calamagrostis	viridiflavescens	Especie		(Poir.) Steud.	
UPTC:26:26342	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26342	26342	"Bejuco, flor rosada, estambres amarillos, estilo rosado, estigma verde"	1073	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-03-01	8:00/16:00	2019	03	01			SA	Colombia	CO	Boyacá	Monguí	"Vereda Vallados, sendero Turístico, borde de camino"		3375	3375	3950	5°42'45.1''N | 72°49'21.6''W	5°42'45.1''N	72°49'21.6''W	Grados minutos segundos	WGS84	5.7125278	-72.8226667	WGS84		María Malagón	2019-03-21		Passiflora tripartita	Plantae	Magnoliophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora	tripartita	Especie		(Juss.) Poir.	
UPTC:26:26343	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26343	26343	"Hierba, flores rosado pálido"	1069	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-28	8:00/16:00	2019	02	28			SA	Colombia	CO	Boyacá	Monguí	"Vereda Pericos, cerca al acueducto"		3167	3167	3393	5°43'52.2''N | 72°49'59.5''W	5°43'52.2''N	72°49'59.5''W	Grados minutos segundos	WGS84	5.7311667	-72.8331944	WGS84		María Malagón	2019-03-21		Digitalis purpurea	Plantae	Magnoliophyta	Magnoliopsida	Lamiales	Plantaginaceae	Digitalis	purpurea	Especie		L.	
UPTC:26:26344	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26344	26344	"Árbol 8 m, flores rosadas, estambres verdes"	1026	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27			SA	Colombia	CO	Boyacá	Monguí	"Vereda Hato Viejo, finca Alaska"		3461	3461	3611	5°41'17.8''N | 72°49'57.3''W	5°41'17.8''N	72°49'57.3''W	Grados minutos segundos	WGS84	5.6882778	-72.8325833	WGS84		María Malagón	2019-03-18		Vallea stipularis	Plantae	Magnoliophyta	Magnoliopsida	Oxalidales	Elaeocarpaceae	Vallea	stipularis	Especie		L. f.	
UPTC:26:26345	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26345	26345	"Arbusto 2 m de altura, pétalos blancos, estambres amarillos, estigma negro"	1088	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-03-01	8:00/16:00	2019	03	01			SA	Colombia	CO	Boyacá	Monguí	"Vereda Vallados, sendero turístico, frailejonal-arbustal"		3375	3375	3950	5°42'24.2''N | 72°48'31.2''W	5°42'24.2''N	72°48'31.2''W	Grados minutos segundos	WGS84	5.7067222	-72.8086667	WGS84		María Malagón	2019-03-18		Escallonia myrtilloides	Plantae	Magnoliophyta	Magnoliopsida	Escalloniales	Escalloniaceae	Escallonia	myrtilloides	Especie		L. f.	
UPTC:26:26346	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26346	26346	"Hierba, espiga color café"	1047	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-28	8:00/16:00	2019	02	28			SA	Colombia	CO	Boyacá	Monguí	"Vereda Pericos, camino al Santuario de la Sagrada Familia"		3167	3167	3393	5°44'2.9''N | 72°49'47.3''W	5°44'2.9''N	72°49'47.3''W	Grados minutos segundos	WGS84	5.7341389	-72.8298056	WGS84		María Malagón	2019-03-18		Juncus microcephalus	Plantae	Magnoliophyta	Liliopsida	Poales	Juncaceae	Juncus	microcephalus	Especie		Kunth	
UPTC:26:26347	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26347	26347	"Roseta, inflorescencia 50 cm de longitud, flores verde pálido con estambres amarillos"	1014	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-27	8:00/16:00	2019	02	27			SA	Colombia	CO	Boyacá	Monguí	"Vereda Hato Viejo, finca Alaska"		3461	3461	3611	5°41'14.8''N | 72°49'32.4''W	5°41'14.8''N	72°49'32.4''W	Grados minutos segundos	WGS84	5.6874444	-72.8256667	WGS84		María Malagón	2019-03-12		Puya nitida	Plantae	Magnoliophyta	Liliopsida	Poales	Bromeliaceae	Puya	nitida	Especie		Mez	
UPTC:26:26348	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26348	26348	"Arbusto aromático 2 m de altura, capitulescencia amarilla de 60 cm de longitud"	1029	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-28	8:00/16:00	2019	02	28			SA	Colombia	CO	Boyacá	Monguí	"Vereda Pericos, sendero turístico"		3167	3167	3393	5°43'54.2''N | 72°49'22.9''W	5°43'54.2''N	72°49'22.9''W	Grados minutos segundos	WGS84	5.7317222	-72.8230278	WGS84		José Aguilar-Cano	2019-03-26		Espeletia lopezii	Plantae	Magnoliophyta	Magnoliopsida	Asterales	Asteraceae	Espeletia	lopezii	Especie		Cuatrec.	
UPTC:26:26349	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26349	26349	"Arbusto con exudado pegajoso, capitulescencia rosada blanquecina"	1070	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-02-28	8:00/16:00	2019	02	28			SA	Colombia	CO	Boyacá	Monguí	"Vereda Pericos, cerca al acueducto"		3167	3167	3393	5°43'52.2''N | 72°49'59.5''W	5°43'52.2''N	72°49'59.5''W	Grados minutos segundos	WGS84	5.7311667	-72.8331944	WGS84					Ageratina	Plantae	Magnoliophyta	Magnoliopsida	Asterales	Asteraceae	Ageratina		Género	sp.		
UPTC:26:26350	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26350	26350	"Arbusto 1.5 m de altura, capitulescencia blanca"	1097	Sofía Gómez-Parra | María Malagón | Aura Robles	1	Presente	Seco	En colección		Colecta general	8 Horas/ día	2019-03-01	8:00/16:00	2019	03	01			SA	Colombia	CO	Boyacá	Monguí	"Vereda Vallados, sendero Turístico, frailejonal"		3375	3375	3950	5°42'19.9''N | 72°48'40.4''W	5°42'19.9''N	72°48'40.4''W	Grados minutos segundos	WGS84	5.7055278	-72.8112222	WGS84		Humberto Mendoza	2019-03-22		Baccharis latifolia	Plantae	Magnoliophyta	Magnoliopsida	Asterales	Asteraceae	Baccharis	latifolia	Especie		(Ruiz & Pav.) Pers.	
